ID	Name	Status	Type	Reads	Created
116b83fe-cb16-443e-9c32-979c9eac7cb3	MSMAPC7P_healthy.fastq.gz	Completed	WGS	23.895M	10/27/2020
835e9ef1-6f6b-4396-9b04-7a95d8efff36	MSMAPC5D.fastq.gz	Completed	WGS	25.398M	10/27/2020
3d2ee470-bf1a-4021-b405-43738169d9ae	MSMAPC57.fastq.gz	Completed	WGS	17.199M	10/27/2020
dde586d7-abb8-476d-8a0b-a56629107acd	MSMA26EJ.fastq.gz	Completed	WGS	18.777M	10/27/2020
a7e2dd81-7b04-4324-92e4-2c8b830626ce	MSMA26DM_healthy.fastq.gz	Completed	WGS	33.565M	10/27/2020
7414c523-dc22-4934-86f0-ab75d5b7ae22	MSMA26AR.fastq.gz	Completed	WGS	15.034M	10/27/2020
8ba4858f-106c-4d12-bdc3-334ba24fa6f0	MSM9VZOW.fastq.gz	Completed	WGS	34.795M	10/27/2020
aa24a37d-4903-4f9a-b1c9-f99cd4d49345	MSM9VZLV.fastq.gz	Completed	WGS	22.316M	10/27/2020
460e87c1-1dc0-4d4b-b138-8631de72cb0a	MSM9VZLP.fastq.gz	Completed	WGS	14.602M	10/27/2020
5ec337e2-030e-4497-a4c6-651825bd6af0	MSM9VZIO.fastq.gz	Completed	WGS	8.858M	10/27/2020
3bfb8962-1a47-4caf-b889-e9de6d0a8c1d	MSM7J16J.fastq.gz	Completed	WGS	17.395M	10/27/2020
9d2dcf30-835b-42b2-9acd-d62513c42739	MSM79HFW_healthy.fastq.gz	Completed	WGS	32.281M	10/27/2020
8d0badbf-aa47-40ea-8514-9c90fa84826d	MSM79HBR.fastq.gz	Completed	WGS	25.09M	10/27/2020
1abd6b26-9dd8-488b-8276-870f81b63d91	MSM79HBL_healthy.fastq.gz	Completed	WGS	31.821M	10/27/2020
a546a47d-5194-4e91-bddd-c60f99d27bf0	MSM79H9M_healthy.fastq.gz	Completed	WGS	27.674M	10/27/2020
8d82a4f8-ada6-4391-ac7d-3d065f98d417	MSM79H8D_healthy.fastq.gz	Completed	WGS	36.155M	10/27/2020
bb474659-9a48-442b-9f6f-ff20c0a5bc5d	MSM79H7O_healthy.fastq.gz	Completed	WGS	27.163M	10/27/2020
fffebe84-9e7e-40f6-b9b8-ff0ee8de1a98	MSM79H6H_healthy.fastq.gz	Completed	WGS	34.104M	10/27/2020
018a2e17-fc6b-4ea9-a333-a88dc71aaa4f	MSM79H58_healthy.fastq.gz	Completed	WGS	27.986M	10/27/2020
0a4ec5aa-0cd6-4220-a27b-6ac7e3738e19	MSM6J2RC.fastq.gz	Completed	WGS	33.804M	10/27/2020
1092153e-0538-4ced-8676-f1106bebd8c9	MSM6J2K6_healthy.fastq.gz	Completed	WGS	36.652M	10/27/2020
fa58ee4b-f121-4b12-90d9-e0adf31635f0	MSM6J2JB.fastq.gz	Completed	WGS	12.941M	10/27/2020
269d1370-e082-4260-a9ca-2c28a8da3271	MSM5LLDU.fastq.gz	Completed	WGS	99.37k	10/27/2020
89c15e10-5485-4cef-91e2-888a96fac746	MSM79HCN_P_healthy.fastq.gz	Completed	WGS	29.307M	10/27/2020
5021e2a7-2bef-4c3b-b453-86b4ed29ccd7	MSM5LLI8_P.fastq.gz	Completed	WGS	63.326M	10/27/2020
8dcdd71c-e52e-45a9-b87e-62b1a1cacf9a	MSM5LLGF_P.fastq.gz	Completed	WGS	35.505M	10/27/2020
b1aa4d5b-fc1b-4484-94f2-afa1d049e39f	MSMAPC64.fastq.gz	Completed	WGS	19.048M	10/27/2020
3baf0dae-7714-471b-9cb8-3a508e923593	MSMA26ER.fastq.gz	Completed	WGS	11.369M	10/27/2020
033c7abb-68ad-49e4-bcff-7fcc7850ba33	MSMA26EH.fastq.gz	Completed	WGS	0.983M	10/27/2020
63a0f2f9-604f-43c8-89ac-030e7704a388	MSMA26AZ.fastq.gz	Completed	WGS	26.129M	10/27/2020
9be2cbca-ce23-4afc-9cfd-2b2289dcd0d5	MSM9VZMU_healthy.fastq.gz	Completed	WGS	37.603M	10/27/2020
bc951af8-0e4c-4066-9253-258bcdc51558	MSM9VZMC_healthy.fastq.gz	Completed	WGS	35.5M	10/27/2020
fb54d0f0-15f7-4050-8bbe-dd60e9402403	MSM9VZLR.fastq.gz	Completed	WGS	16.236M	10/27/2020
cb5052be-6c22-475a-93cd-03e1037abb3b	MSM9VZLF_healthy.fastq.gz	Completed	WGS	19.634M	10/27/2020
c55a1549-3755-4f9a-8493-1c72f20ad2c5	MSM9VZHN_healthy.fastq.gz	Completed	WGS	36.382M	10/27/2020
ed094fe0-7bf2-4dd7-a5f7-e53b9503413d	MSM9VZF3.fastq.gz	Completed	WGS	28.375M	10/27/2020
9c65d653-41f5-4bd3-974e-75c003e85673	MSM79HF5.fastq.gz	Completed	WGS	24.857M	10/27/2020
f9c6c6e5-fb19-4207-8a4b-e2605fd3763f	MSM79HEA.fastq.gz	Completed	WGS	34.852M	10/27/2020
e6880323-4279-48f7-9fbb-63b2be7f7c8f	MSM79HDQ_TR.fastq.gz	Completed	WGS	10.653M	10/27/2020
7f21f29d-06f7-4673-9c93-f236e53373f6	MSM79HDA.fastq.gz	Completed	WGS	12.044M	10/27/2020
9ab6e436-52e9-43c5-bd18-e2b70802eb1b	MSM79HBB_healthy.fastq.gz	Completed	WGS	24.547M	10/27/2020
8107410f-d80f-48b8-b2bc-c7da33e5f039	MSM79HAJ.fastq.gz	Completed	WGS	18.913M	10/27/2020
bacbe7b3-4eeb-45e2-b8e5-e9d55372d217	MSM79HAH_healthy.fastq.gz	Completed	WGS	22.511M	10/27/2020
9d28d40d-1c1d-4b38-8408-9b189f6c533b	MSM79HA7_healthy.fastq.gz	Completed	WGS	33.801M	10/27/2020
2849e2c7-cebe-4a4a-8100-8de98fe7c7db	MSM79H8H_healthy.fastq.gz	Completed	WGS	16.929M	10/27/2020
6bc05040-83ce-4e59-b816-83015719c5ab	MSM79H6J_healthy.fastq.gz	Completed	WGS	35.13M	10/27/2020
f70ed0f7-cd4e-48ff-a96b-a981d454befb	MSM79H67.fastq.gz	Completed	WGS	14.488M	10/27/2020
3aaf8dfb-9ac2-405f-bd8f-291cf1d15a72	MSM6J2SE_healthy.fastq.gz	Completed	WGS	27.801M	10/27/2020
7b89ab33-9deb-4e61-a472-bd409a018110	MSM6J2OP.fastq.gz	Completed	WGS	34.667M	10/27/2020
d20729b0-5a32-4038-8a40-38628e3bf46d	MSM6J2LV_healthy.fastq.gz	Completed	WGS	19.004M	10/27/2020
f2709986-0fba-49ec-8746-c08b773a6aea	MSM6J2LL.fastq.gz	Completed	WGS	24.086M	10/27/2020
59460186-bdc2-4e4f-bc35-d253c5373a6d	MSM6J2K8_healthy.fastq.gz	Completed	WGS	18.486M	10/27/2020
9d3c90e1-89b2-46df-89b1-185f2c840ea0	MSM6J2K4_healthy.fastq.gz	Completed	WGS	47.026M	10/27/2020
ba47cc17-b9d6-440c-ae7b-fafd21ea7dc7	MSM6J2IE.fastq.gz	Completed	WGS	23.395M	10/27/2020
cd1fbbc1-e616-4e7d-bc89-9c8793d085e8	MSM6J2HT_healthy.fastq.gz	Completed	WGS	39.198M	10/27/2020
004fba23-b400-4600-b065-b2cb961bfee0	MSM6J2HL.fastq.gz	Completed	WGS	17.671M	10/27/2020
f9521cbd-42aa-4fbc-8dc5-01e049ff008b	MSM5LLF6.fastq.gz	Completed	WGS	32.666M	10/27/2020
65ca0101-5327-479b-8b4b-e1876007085d	MSM79HD8_P.fastq.gz	Completed	WGS	48.514M	10/27/2020
5073a1a0-964a-4275-ab36-9a1751d02d99	MSM5LLHI_P.fastq.gz	Completed	WGS	37.877M	10/27/2020
2352da61-d478-47d8-80a3-80ebf3442a91	MSM5LLFO_P.fastq.gz	Completed	WGS	25.193M	10/27/2020
4f1044a4-9cb4-4c92-8341-65571746d9b1	MSMB4LZX_healthy.fastq.gz	Completed	WGS	17.17M	10/27/2020
4c56e240-20e5-4d63-866c-acf30b9f6174	MSMAPC6K_healthy.fastq.gz	Completed	WGS	33.715M	10/27/2020
ad5efe83-1c1f-4f2b-82bd-0c597d9475ec	MSMAPC6G.fastq.gz	Completed	WGS	32.003M	10/27/2020
d1a74015-11fd-4d0d-b753-b3990f3fbf20	MSMAPC55.fastq.gz	Completed	WGS	29.11M	10/27/2020
62fe7285-ba86-4ad0-91f1-e8d0934b7fb8	MSMA26BJ_healthy.fastq.gz	Completed	WGS	22.525M	10/27/2020
5fd156bc-4c25-4cc9-96de-e8363632af12	MSM9VZMA_TR_healthy.fastq.gz	Completed	WGS	23.801M	10/27/2020
18e6b94b-c934-4a49-9789-202612890ac3	MSM9VZL9_healthy.fastq.gz	Completed	WGS	30.83M	10/27/2020
e6a69113-5512-4754-b1c6-8d44a9eeb1f1	MSM9VZKC_healthy.fastq.gz	Completed	WGS	19.501M	10/27/2020
cb2ab3e3-e1ab-4c03-b795-c930668d680b	MSM9VZIU.fastq.gz	Completed	WGS	34.025M	10/27/2020
f421858c-9bac-4894-b162-91ce69e25efd	MSM9VZFF_healthy.fastq.gz	Completed	WGS	30.154M	10/27/2020
aacf2d99-e85b-44f1-90ef-e05af5bfb0a8	MSM9VZEM.fastq.gz	Completed	WGS	19.408M	10/27/2020
395a3e84-5030-4745-aac1-ff8d121b5be7	MSM79H85_healthy.fastq.gz	Completed	WGS	37.675M	10/27/2020
27ce6d6b-6ae8-4520-8233-566765b8a02a	MSM79H81_healthy.fastq.gz	Completed	WGS	26.692M	10/27/2020
f3b6c8a6-d132-4be6-b8bb-667cd3126c16	MSM79H6F_healthy.fastq.gz	Completed	WGS	3.719M	10/27/2020
b2f57fa8-2aa8-4a5e-b927-96b26d4cdb4c	MSM6J2RQ_healthy.fastq.gz	Completed	WGS	49.711M	10/27/2020
9a7090e7-8cad-4454-bd71-57ac8602a9ec	MSM6J2IM.fastq.gz	Completed	WGS	19.426M	10/27/2020
78eb03b9-71bf-42a8-9154-2c87bf90687c	MSM9VZN4_P.fastq.gz	Completed	WGS	20.169M	10/27/2020
45589195-430b-408c-946b-33bc8e8b568f	MSM79H94_P_healthy.fastq.gz	Completed	WGS	66.179M	10/27/2020
d1e4d0b9-1358-4747-b4f7-d815ff60da2c	MSM5LLIE_P.fastq.gz	Completed	WGS	26.019M	10/27/2020
a14b086e-0dc8-40aa-86c7-971681f88422	MSM5LLHA_P.fastq.gz	Completed	WGS	23.195M	10/27/2020
1829fcfe-5dce-4b5a-b1be-5a89303481fc	MSM5LLFG_P.fastq.gz	Completed	WGS	21.738M	10/27/2020
ca7f7baa-6083-44be-a545-3fe8ec0592e2	MSMA26BB_healthy.fastq.gz	Completed	WGS	35.419M	10/27/2020
3c08c8c3-0321-427e-ac83-bf3069dc00f8	MSMA26AP.fastq.gz	Completed	WGS	22.035M	10/27/2020
3a0b796a-9f8a-467e-ba5a-f0888fe05be7	MSM9VZP3.fastq.gz	Completed	WGS	19.114M	10/27/2020
21da29f6-9720-453c-8887-30da7508c083	MSM9VZMM_healthy.fastq.gz	Completed	WGS	46.852M	10/27/2020
084d4206-ee4b-42e8-aa0b-bd2268cb3ae7	MSM9VZLJ_healthy.fastq.gz	Completed	WGS	26.972M	10/27/2020
91050ef0-b17e-434c-ba5e-f6b09f2d452b	MSM9VZGW_healthy.fastq.gz	Completed	WGS	24.807M	10/27/2020
31a7a3c0-7c4b-4523-bdd9-479359397bb7	MSM79HCK_healthy.fastq.gz	Completed	WGS	23.582M	10/27/2020
12cff22c-f1e7-4c66-9ce3-e0296f26feae	MSM79HA1_healthy.fastq.gz	Completed	WGS	42.041M	10/27/2020
dc0dc8e7-3b34-44c2-8318-3e1531e21ef8	MSM79H9K_healthy.fastq.gz	Completed	WGS	24.586M	10/27/2020
fe0e2554-a76f-4e58-82bc-4a2c70eaabe1	MSM79H87_healthy.fastq.gz	Completed	WGS	38.815M	10/27/2020
0aea7792-0855-438c-905c-58b762f80fff	MSM79H6Y_healthy.fastq.gz	Completed	WGS	12.435M	10/27/2020
f439b449-5728-4ec6-96e0-7f7fbd191186	MSM79H6B.fastq.gz	Completed	WGS	33.405M	10/27/2020
d7b3de39-aba1-42b1-88d4-e5ec63ba4f87	MSM6J2RS_healthy.fastq.gz	Completed	WGS	35.572M	10/27/2020
dce5268d-e0ca-40fe-80a1-4ecb5ec97a8b	MSM6J2RO_healthy.fastq.gz	Completed	WGS	32.015M	10/27/2020
ff8f72a7-e237-43af-bb9e-69b180184a1c	MSM6J2MJ.fastq.gz	Completed	WGS	14.412M	10/27/2020
5154a81a-6d85-425b-8d3c-15863051d175	MSM6J2LY_healthy.fastq.gz	Completed	WGS	27.406M	10/27/2020
f63b56a3-2885-4c07-bd92-b2f89f1cba9d	MSM6J2LH.fastq.gz	Completed	WGS	16.069M	10/27/2020
01b0fe89-d5a3-42df-8ff1-968af2dcf56b	MSM6J2JN_healthy.fastq.gz	Completed	WGS	34.086M	10/27/2020
